waktu,provinsi,kab_kota,jumlah_merchant
2024-06-18,Prov. Jawa Tengah,Kab. Pekalongan,1.0
2024-06-18,Prov. Sumatera Utara,Kota Medan,1.0
2024-06-18,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-06-18,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-06-18,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-06-18,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-18,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-06-18,Prov. Bali,Kab. Badung,1.0
2024-06-18,Prov. Bali,Kota Denpasar,1.0
2024-06-18,Prov. Banten,Kota Tangerang,1.0
2024-06-18,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-18,Prov. Bali,Kab. Jembrana,2.0
2024-06-18,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-06-18,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-18,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-18,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-18,Prov. Bengkulu,Kab. Muko-muko,1.0
2024-06-19,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-06-19,Prov. Jawa Tengah,Kota Tegal,1.0
2024-06-19,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-06-19,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-19,Prov. Jawa Timur,Kab. Sampang,1.0
2024-06-19,Prov. Jawa Timur,Kota Kediri,1.0
2024-06-19,Prov. Jawa Timur,Kota Surabaya,1.0
2024-06-19,Prov. Sumatera Barat,Kota Padang,2.0
2024-06-19,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-06-19,Prov. Nusa Tenggara Timur,Kab. Rote-Ndao,2.0
2024-06-19,Prov. Riau,Kota Pekanbaru,1.0
2024-06-19,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-06-19,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-06-19,Prov. Sumatera Selatan,Kota Palembang,2.0
2024-06-19,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-19,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-06-19,Prov. Jawa Tengah,Kab. Wonogiri,1.0
2024-06-19,Prov. Banten,Kab. Tangerang,4.0
2024-06-19,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-06-19,Prov. Banten,Kota Tangerang,2.0
2024-06-19,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-06-19,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-19,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-19,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-06-19,Prov. D.K.I. Jakarta,Kota Jakarta Timur,3.0
2024-06-19,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-19,Prov. Jawa Tengah,Kab. Rembang,1.0
2024-06-19,Prov. Jawa Barat,Kab. Cirebon,1.0
2024-06-19,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-06-19,Prov. Jawa Barat,Kota Bandung,3.0
2024-06-19,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-19,Prov. Jawa Tengah,Kab. Batang,1.0
2024-06-19,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-06-19,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-20,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-20,Prov. Jawa Timur,Kab. Pamekasan,1.0
2024-06-20,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-20,Prov. Jawa Timur,Kab. Kediri,2.0
2024-06-20,Prov. Jawa Tengah,Kota Semarang,1.0
2024-06-20,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-06-20,Prov. Jawa Timur,Kota Surabaya,2.0
2024-06-20,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-06-20,Prov. Jawa Tengah,Kota Pekalongan,1.0
2024-06-20,Prov. Jawa Timur,Kab. Jombang,1.0
2024-06-20,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-06-20,Prov. Nusa Tenggara Barat,Kab. Sumbawa,1.0
2024-06-20,Prov. Kalimantan Timur,Kota Bontang,2.0
2024-06-20,Prov. Sulawesi Selatan,Kab. Jeneponto,1.0
2024-06-20,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-06-20,Prov. Sumatera Barat,Kab. Agam,1.0
2024-06-20,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-06-20,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-20,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-06-20,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu,1.0
2024-06-20,Prov. Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,1.0
2024-06-20,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-06-20,Prov. Kalimantan Timur,Kab. Paser,2.0
2024-06-20,Prov. Jawa Tengah,Kab. Tegal,2.0
2024-06-20,Prov. Sumatera Barat,Kota Padang,2.0
2024-06-20,Prov. Jawa Tengah,Kab. Pati,1.0
2024-06-20,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-06-20,Prov. Bali,Kab. Bangli,1.0
2024-06-20,Prov. Bali,Kab. Tabanan,1.0
2024-06-20,Prov. Banten,Kab. Tangerang,4.0
2024-06-20,Prov. Banten,Kota Tangerang Selatan,3.0
2024-06-20,Prov. Bengkulu,Kab. Kaur,1.0
2024-06-20,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-20,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-06-20,Prov. D.K.I. Jakarta,Kota Jakarta Timur,3.0
2024-06-20,Prov. D.K.I. Jakarta,Kota Jakarta Utara,2.0
2024-06-20,Prov. Jambi,Kota Jambi,1.0
2024-06-20,Prov. Bali,Kab. Karang Asem,1.0
2024-06-20,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-06-20,Prov. Jawa Barat,Kab. Bandung,2.0
2024-06-20,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-06-20,Prov. Jawa Tengah,Kab. Demak,1.0
2024-06-20,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-06-20,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-06-20,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-06-20,Prov. Jawa Barat,Kota Bekasi,1.0
2024-06-20,Prov. Jawa Barat,Kab. Karawang,1.0
2024-06-20,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-20,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-20,Prov. Jawa Barat,Kota Depok,2.0
2024-06-21,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-06-21,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-21,Prov. Jawa Tengah,Kota Tegal,1.0
2024-06-21,Prov. Jawa Timur,Kab. Kediri,3.0
2024-06-21,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-21,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-21,Prov. Jawa Timur,Kota Surabaya,4.0
2024-06-21,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-06-21,Prov. Kepulauan Riau,Kota Batam,1.0
2024-06-21,Prov. Sulawesi Tenggara,Kab. Kolaka Timur,2.0
2024-06-21,Prov. Nusa Tenggara Barat,Kab. Lombok Timur,1.0
2024-06-21,Prov. Nusa Tenggara Barat,Kab. Lombok Utara,1.0
2024-06-21,Prov. Nusa Tenggara Barat,Kab. Sumbawa,1.0
2024-06-21,Prov. Sulawesi Tenggara,Kota Baubau,1.0
2024-06-21,Prov. Sumatera Barat,Kota Padang,1.0
2024-06-21,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-06-21,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-06-21,Prov. Sumatera Utara,Kota Medan,1.0
2024-06-21,Prov. Jawa Tengah,Kota Semarang,1.0
2024-06-21,Prov. Lampung,Kota Bandar Lampung,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Blora,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-06-21,Prov. Banten,Kab. Pandeglang,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Rembang,1.0
2024-06-21,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-21,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-06-21,Prov. D.K.I. Jakarta,Kota Jakarta Barat,2.0
2024-06-21,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,2.0
2024-06-21,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,2.0
2024-06-21,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-21,Prov. D.K.I. Jakarta,Kota Jakarta Utara,2.0
2024-06-21,Prov. Banten,Kota Serang,1.0
2024-06-21,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-21,Prov. Jawa Barat,Kab. Cirebon,3.0
2024-06-21,Prov. Jawa Barat,Kota Bekasi,1.0
2024-06-21,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-06-21,Prov. Jawa Tengah,Kab. Pati,1.0
2024-06-21,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-22,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-06-22,Prov. Jawa Timur,Kota Surabaya,1.0
2024-06-22,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-06-22,Prov. Kalimantan Selatan,Kab. Barito Kuala,1.0
2024-06-22,Prov. Kalimantan Selatan,Kab. Tabalong,1.0
2024-06-22,Prov. Kalimantan Tengah,Kab. Lamandau,1.0
2024-06-22,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-22,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-06-22,Prov. Kalimantan Timur,Kota Balikpapan,1.0
2024-06-22,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-06-22,Prov. Sumatera Selatan,Kab. Lahat,1.0
2024-06-22,Prov. Sumatera Selatan,Kab. Musi Rawas,1.0
2024-06-22,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-06-22,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-06-22,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-22,Prov. Jawa Timur,Kab. Kediri,1.0
2024-06-22,Prov. Bali,Kota Denpasar,1.0
2024-06-22,Prov. Jawa Tengah,Kota Semarang,1.0
2024-06-22,Prov. Jawa Tengah,Kota Tegal,1.0
2024-06-22,Prov. Banten,Kab. Tangerang,1.0
2024-06-22,Prov. Banten,Kota Tangerang,4.0
2024-06-22,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-22,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-06-22,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-22,Prov. D.K.I. Jakarta,Kota Jakarta Utara,2.0
2024-06-22,Prov. D.K.I. Jakarta,Kota Jakarta Barat,3.0
2024-06-22,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-06-22,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-06-22,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-22,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-22,Prov. Jawa Tengah,Kab. Blora,3.0
2024-06-22,Prov. Jawa Tengah,Kab. Pati,1.0
2024-06-22,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-23,Prov. Jawa Timur,Kab. Malang,1.0
2024-06-23,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-23,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-06-23,Prov. Lampung,Kab. Pringsewu,1.0
2024-06-23,Prov. Sumatera Barat,Kota Padang,1.0
2024-06-23,Prov. Sulawesi Selatan,Kab. Barru,1.0
2024-06-23,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-06-23,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-06-23,Prov. Riau,Kab. Siak,1.0
2024-06-23,Prov. Jawa Timur,Kab. Kediri,1.0
2024-06-23,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-23,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-06-23,Prov. Jawa Timur,Kab. Gresik,1.0
2024-06-23,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-06-23,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-06-23,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-23,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-23,Prov. Bali,Kab. Buleleng,1.0
2024-06-23,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-06-23,Prov. Jawa Tengah,Kab. Kendal,2.0
2024-06-23,Prov. Jawa Tengah,Kab. Magelang,2.0
2024-06-23,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-24,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-06-24,Prov. Jawa Timur,Kota Pasuruan,2.0
2024-06-24,Prov. Jawa Timur,Kab. Kediri,2.0
2024-06-24,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-06-24,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-24,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-06-24,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-24,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-24,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-06-24,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-06-24,Prov. Nusa Tenggara Timur,Kab. Ende,1.0
2024-06-24,Prov. Kalimantan Barat,Kota Pontianak,4.0
2024-06-24,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-06-24,Prov. Kalimantan Timur,Kab. Paser,5.0
2024-06-24,Prov. Kalimantan Timur,Kota Balikpapan,1.0
2024-06-24,Prov. Sulawesi Selatan,Kab. Bone,1.0
2024-06-24,Prov. Sulawesi Tengah,Kab. Morowali Utara,1.0
2024-06-24,Prov. Sumatera Barat,Kota Payakumbuh,1.0
2024-06-24,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-06-24,Prov. Sumatera Utara,Kab. Labuhan Batu,1.0
2024-06-24,Prov. Jawa Tengah,Kab. Wonogiri,1.0
2024-06-24,Prov. Jawa Timur,Kota Surabaya,1.0
2024-06-24,Prov. Jawa Tengah,Kab. Tegal,2.0
2024-06-24,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-24,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-06-24,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-06-24,Prov. Bali,Kab. Buleleng,1.0
2024-06-24,Prov. Bali,Kab. Karang Asem,1.0
2024-06-24,Prov. Bali,Kota Denpasar,1.0
2024-06-24,Prov. Banten,Kota Tangerang,4.0
2024-06-24,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-24,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-06-24,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-06-24,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-06-24,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-24,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,3.0
2024-06-24,Prov. Bali,Kab. Bangli,1.0
2024-06-24,Prov. D.K.I. Jakarta,Kota Jakarta Timur,6.0
2024-06-24,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,8.0
2024-06-24,Prov. Jawa Tengah,Kab. Jepara,2.0
2024-06-24,Prov. Jawa Tengah,Kab. Demak,1.0
2024-06-24,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-24,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-06-24,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-06-24,Prov. Jawa Barat,Kab. Bandung Barat,2.0
2024-06-24,Prov. Jambi,Kab. Merangin,1.0
2024-06-24,Prov. D.K.I. Jakarta,Kota Jakarta Utara,2.0
2024-06-24,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-06-25,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-25,Prov. Jawa Timur,Kota Surabaya,1.0
2024-06-25,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-06-25,Prov. Jawa Timur,Kab. Pamekasan,1.0
2024-06-25,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-06-25,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-25,Prov. Jawa Timur,Kab. Sumenep,1.0
2024-06-25,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-06-25,Prov. Jawa Timur,Kota Mojokerto,1.0
2024-06-25,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-06-25,Prov. Kalimantan Barat,Kab. Kapuas Hulu,1.0
2024-06-25,Prov. Kalimantan Utara,Kab. Nunukan,1.0
2024-06-25,Prov. Kalimantan Barat,Kab. Sambas,2.0
2024-06-25,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-06-25,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-25,Prov. Kepulauan Riau,Kab. Bintan,1.0
2024-06-25,Prov. Nusa Tenggara Barat,Kota Mataram,1.0
2024-06-25,Prov. Sulawesi Selatan,Kab. Bulukumba,1.0
2024-06-25,Prov. Sulawesi Selatan,Kota Makassar,2.0
2024-06-25,Prov. Sulawesi Tengah,Kab. Morowali,1.0
2024-06-25,Prov. Sumatera Barat,Kab. Agam,1.0
2024-06-25,Prov. Sumatera Barat,Kota Padang,2.0
2024-06-25,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-06-25,Prov. Jawa Timur,Kab. Kediri,1.0
2024-06-25,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-06-25,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-06-25,Prov. Jawa Timur,Kab. Bangkalan,1.0
2024-06-25,Prov. Bali,Kab. Karang Asem,1.0
2024-06-25,Prov. Banten,Kab. Lebak,1.0
2024-06-25,Prov. Banten,Kota Serang,1.0
2024-06-25,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-25,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-06-25,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-06-25,Prov. D.K.I. Jakarta,Kab. Kepulauan Seribu,1.0
2024-06-25,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-25,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-25,Prov. Aceh,Kota Banda Aceh,1.0
2024-06-25,Prov. D.K.I. Jakarta,Kota Jakarta Timur,3.0
2024-06-25,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-06-25,Prov. Jawa Tengah,Kab. Grobogan,2.0
2024-06-25,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-06-25,Prov. Jawa Tengah,Kab. Batang,1.0
2024-06-25,Prov. Jawa Tengah,Kab. Purbalingga,1.0
2024-06-25,Prov. Jawa Barat,Kota Bandung,3.0
2024-06-25,Prov. Jawa Barat,Kab. Cianjur,2.0
2024-06-25,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-25,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-25,Prov. Jawa Barat,Kota Bogor,2.0
2024-06-26,Prov. Jawa Timur,Kab. Sidoarjo,3.0
2024-06-26,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-06-26,Prov. Jawa Tengah,Kota Semarang,1.0
2024-06-26,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-06-26,Prov. Jawa Timur,Kab. Kediri,1.0
2024-06-26,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-26,Prov. Jawa Timur,Kab. Sumenep,1.0
2024-06-26,Prov. Nusa Tenggara Barat,Kota Mataram,1.0
2024-06-26,Prov. Jawa Timur,Kota Malang,1.0
2024-06-26,Prov. Kalimantan Barat,Kab. Landak,1.0
2024-06-26,Prov. Kalimantan Timur,Kota Bontang,1.0
2024-06-26,Prov. Lampung,Kab. Lampung Tengah,1.0
2024-06-26,Prov. Sulawesi Selatan,Kab. Luwu Utara,1.0
2024-06-26,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-06-26,Prov. Sumatera Barat,Kab. Solok,1.0
2024-06-26,Prov. Sumatera Barat,Kota Solok,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Kudus,2.0
2024-06-26,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-06-26,Prov. Bali,Kab. Buleleng,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-06-26,Prov. Bali,Kab. Bangli,1.0
2024-06-26,Prov. Banten,Kab. Tangerang,1.0
2024-06-26,Prov. Banten,Kota Cilegon,1.0
2024-06-26,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-26,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-06-26,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-26,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,3.0
2024-06-26,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-06-26,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-06-26,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-26,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-06-26,Prov. Jawa Barat,Kab. Garut,1.0
2024-06-26,Prov. Jawa Barat,Kab. Karawang,1.0
2024-06-26,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-26,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-26,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-06-26,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-27,Prov. Lampung,Kab. Lampung Barat,1.0
2024-06-27,Prov. Jawa Timur,Kab. Probolinggo,2.0
2024-06-27,Prov. Jawa Timur,Kota Probolinggo,2.0
2024-06-27,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,3.0
2024-06-27,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-06-27,Prov. Kepulauan Bangka Belitung,Kab. Bangka Barat,1.0
2024-06-27,Prov. Nusa Tenggara Barat,Kab. Lombok Tengah,1.0
2024-06-27,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-06-27,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,1.0
2024-06-27,Prov. Sumatera Barat,Kota Payakumbuh,1.0
2024-06-27,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-06-27,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-06-27,Prov. Sumatera Utara,Kab. Humbang Hasudutan,1.0
2024-06-27,Prov. Sumatera Utara,Kab. Mandailing Natal,1.0
2024-06-27,Prov. Jawa Timur,Kab. Jombang,1.0
2024-06-27,Prov. Nusa Tenggara Timur,Kab. Ende,1.0
2024-06-27,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-06-27,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-27,Prov. Jawa Tengah,Kab. Wonogiri,1.0
2024-06-27,Prov. Bali,Kab. Buleleng,2.0
2024-06-27,Prov. Banten,Kab. Tangerang,1.0
2024-06-27,Prov. Banten,Kota Serang,1.0
2024-06-27,Prov. Banten,Kota Tangerang,2.0
2024-06-27,Prov. Banten,Kota Tangerang Selatan,2.0
2024-06-27,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-27,Prov. D.K.I. Jakarta,Kota Jakarta Barat,3.0
2024-06-27,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,2.0
2024-06-27,Prov. Bengkulu,Kota Bengkulu,1.0
2024-06-27,Prov. D.K.I. Jakarta,Kota Jakarta Utara,2.0
2024-06-27,Prov. Jawa Barat,Kota Cimahi,1.0
2024-06-27,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-06-27,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-06-27,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-06-27,Prov. D.K.I. Jakarta,Kota Jakarta Timur,3.0
2024-06-28,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-06-28,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-06-28,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-06-28,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-28,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-28,Prov. Jawa Timur,Kota Surabaya,2.0
2024-06-28,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-06-28,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-28,Prov. Sulawesi Selatan,Kab. Bone,1.0
2024-06-28,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-06-28,Prov. Sumatera Barat,Kab. Lima Puluh Koto,1.0
2024-06-28,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-06-28,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu Timur,2.0
2024-06-28,Prov. Sumatera Utara,Kab. Samosir,1.0
2024-06-28,Prov. Jawa Timur,Kab. Lamongan,2.0
2024-06-28,Prov. Riau,Kab. Indragiri Hilir,1.0
2024-06-28,Prov. Jawa Timur,Kab. Jombang,2.0
2024-06-28,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-06-28,Prov. Jawa Tengah,Kota Semarang,1.0
2024-06-28,Prov. Jawa Timur,Kab. Jember,1.0
2024-06-28,Prov. Banten,Kota Tangerang,1.0
2024-06-28,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-28,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,2.0
2024-06-28,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-28,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-28,Prov. Jambi,Kab. Bungo,1.0
2024-06-28,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-06-28,Prov. D.K.I. Jakarta,Kota Jakarta Barat,3.0
2024-06-28,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-06-28,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-06-28,Prov. Jawa Tengah,Kab. Pati,1.0
2024-06-28,Prov. Jawa Tengah,Kab. Pekalongan,1.0
2024-06-28,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-06-28,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-28,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-29,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-06-29,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-29,Prov. Sumatera Utara,Kab. Tapanuli Utara,1.0
2024-06-29,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
