waktu,provinsi,kab_kota,jumlah_merchant
2024-06-06,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,2.0
2024-06-06,Prov. D.K.I. Jakarta,Kota Jakarta Barat,3.0
2024-06-06,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,2.0
2024-06-06,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,3.0
2024-06-06,Prov. D.K.I. Jakarta,Kota Jakarta Timur,3.0
2024-06-06,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-06,Prov. Jawa Barat,Kab. Bogor,5.0
2024-06-06,Prov. Jawa Barat,Kab. Karawang,1.0
2024-06-06,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-06-06,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-06-06,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-06-06,Prov. Jawa Barat,Kota Bekasi,5.0
2024-06-06,Prov. Jawa Barat,Kota Bandung,3.0
2024-06-06,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-06-06,Prov. Jawa Tengah,Kota Semarang,4.0
2024-06-06,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-06-06,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Banjarnegara,2.0
2024-06-06,Prov. Jawa Barat,Kota Depok,1.0
2024-06-06,Prov. Jawa Tengah,Kab. Demak,1.0
2024-06-07,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-07,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-06-07,Prov. Jawa Timur,Kab. Ngawi,1.0
2024-06-07,Prov. Jawa Timur,Kab. Sidoarjo,3.0
2024-06-07,Prov. Jawa Timur,Kab. Situbondo,2.0
2024-06-07,Prov. Jawa Timur,Kab. Trenggalek,2.0
2024-06-07,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-06-07,Prov. Jawa Timur,Kota Probolinggo,2.0
2024-06-07,Prov. Kalimantan Tengah,Kab. Seruyan,1.0
2024-06-07,Prov. Sumatera Barat,Kota Padang,1.0
2024-06-07,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-06-07,Prov. Riau,Kab. Rokan Hilir,1.0
2024-06-07,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-06-07,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-06-07,Prov. Sumatera Barat,Kab. Tanah Datar,1.0
2024-06-07,Prov. Sumatera Barat,Kota Sawah Lunto,1.0
2024-06-07,Prov. Sumatera Utara,Kab. Samosir,1.0
2024-06-07,Prov. Sumatera Utara,Kab. Serdang Bedagai,1.0
2024-06-07,Prov. Jawa Timur,Kab. Mojokerto,2.0
2024-06-07,Prov. Kalimantan Timur,Kota Balikpapan,1.0
2024-06-07,Prov. Jawa Timur,Kab. Kediri,2.0
2024-06-07,Prov. Jawa Barat,Kab. Cirebon,1.0
2024-06-07,Prov. Jawa Tengah,Kab. Purbalingga,1.0
2024-06-07,Prov. Banten,Kab. Serang,1.0
2024-06-07,Prov. Banten,Kab. Tangerang,1.0
2024-06-07,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-06-07,Prov. Banten,Kota Tangerang Selatan,2.0
2024-06-07,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,2.0
2024-06-07,Prov. D.K.I. Jakarta,Kota Jakarta Barat,4.0
2024-06-07,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-07,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,10.0
2024-06-07,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-06-07,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-07,Prov. Banten,Kota Tangerang,1.0
2024-06-07,Prov. Jawa Barat,Kab. Bandung,2.0
2024-06-07,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-06-07,Prov. Jawa Barat,Kab. Bogor,2.0
2024-06-07,Prov. Jawa Barat,Kota Bandung,3.0
2024-06-07,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-07,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-07,Prov. Jawa Tengah,Kab. Blora,1.0
2024-06-07,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-06-07,Prov. Jambi,Kab. Bungo,1.0
2024-06-08,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-06-08,Prov. Kalimantan Selatan,Kab. Barito Kuala,1.0
2024-06-08,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-06-08,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-08,Prov. Kepulauan Bangka Belitung,Kota Pangkalpinang,1.0
2024-06-08,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-06-08,Prov. Sulawesi Tengah,Kab. Morowali,1.0
2024-06-08,Prov. Sumatera Barat,Kab. Solok,1.0
2024-06-08,Prov. Sulawesi Utara,Kota Manado,1.0
2024-06-08,Prov. Sumatera Barat,Kab. Pesisir Selatan,1.0
2024-06-08,Prov. Sumatera Barat,Kab. Tanah Datar,1.0
2024-06-08,Prov. Sumatera Selatan,Kab. Muara Enim,1.0
2024-06-08,Prov. Sumatera Utara,Kab. Padang Lawas utara,1.0
2024-06-08,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-06-08,Prov. Sulawesi Tengah,Kab. Poso,1.0
2024-06-08,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-06-08,Prov. Banten,Kab. Serang,1.0
2024-06-08,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-06-08,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-06-08,Prov. Bali,Kab. Karang Asem,1.0
2024-06-08,Prov. Banten,Kota Tangerang,1.0
2024-06-08,Prov. D.I. Yogyakarta,Kota Yogyakarta,2.0
2024-06-08,Prov. D.K.I. Jakarta,Kota Jakarta Barat,2.0
2024-06-08,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-08,Prov. Banten,Kab. Tangerang,1.0
2024-06-08,Prov. Jawa Barat,Kab. Bandung,2.0
2024-06-08,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-08,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-08,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-06-08,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-06-08,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-08,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-09,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-06-09,Prov. Jawa Timur,Kab. Sampang,1.0
2024-06-09,Prov. Jawa Timur,Kab. Trenggalek,3.0
2024-06-09,Prov. Papua,Kab. Asmat,1.0
2024-06-09,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-09,Prov. Sumatera Barat,Kota Solok,1.0
2024-06-09,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-06-09,Prov. Jawa Timur,Kab. Kediri,1.0
2024-06-09,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,1.0
2024-06-09,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-09,Prov. Jawa Timur,Kab. Situbondo,2.0
2024-06-09,Prov. Jawa Tengah,Kab. Blora,1.0
2024-06-09,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-09,Prov. Jawa Barat,Kota Bekasi,1.0
2024-06-09,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-09,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-06-09,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-09,Prov. Banten,Kab. Tangerang,1.0
2024-06-09,Prov. Banten,Kab. Pandeglang,1.0
2024-06-09,Prov. Bali,Kota Denpasar,1.0
2024-06-09,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-06-10,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-06-10,Prov. Jawa Timur,Kota Mojokerto,1.0
2024-06-10,Prov. Jawa Timur,Kota Malang,2.0
2024-06-10,Prov. Jawa Timur,Kab. Kediri,2.0
2024-06-10,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-10,Prov. Jawa Timur,Kab. Malang,2.0
2024-06-10,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-06-10,Prov. Kalimantan Selatan,Kab. Barito Kuala,1.0
2024-06-10,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-06-10,Prov. Kalimantan Selatan,Kab. Tabalong,1.0
2024-06-10,Prov. Lampung,Kota Bandar Lampung,1.0
2024-06-10,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-10,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-10,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-06-10,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-06-10,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-06-10,Prov. Sumatera Barat,Kota Padang,1.0
2024-06-10,Prov. Sumatera Selatan,Kota Palembang,2.0
2024-06-10,Prov. Sumatera Utara,Kab. Tapanuli Utara,1.0
2024-06-10,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-06-10,Prov. Jawa Timur,Kab. Gresik,1.0
2024-06-10,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-06-10,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-06-10,Prov. Jawa Tengah,Kab. Rembang,1.0
2024-06-10,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-06-10,Prov. Banten,Kab. Lebak,2.0
2024-06-10,Prov. Banten,Kab. Pandeglang,1.0
2024-06-10,Prov. Banten,Kota Tangerang,3.0
2024-06-10,Prov. Bengkulu,Kota Bengkulu,1.0
2024-06-10,Prov. D.K.I. Jakarta,Kota Jakarta Barat,6.0
2024-06-10,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-10,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,6.0
2024-06-10,Prov. D.K.I. Jakarta,Kota Jakarta Timur,5.0
2024-06-10,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-10,Prov. Gorontalo,Kab. Gorontalo,1.0
2024-06-10,Prov. Bali,Kab. Badung,1.0
2024-06-10,Prov. Jawa Barat,Kab. Bogor,2.0
2024-06-10,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-06-10,Prov. Jawa Barat,Kota Depok,3.0
2024-06-10,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-10,Prov. Jawa Tengah,Kab. Blora,1.0
2024-06-10,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-06-10,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-06-10,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-06-10,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-06-10,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-11,Prov. Kalimantan Tengah,Kab. Kapuas,1.0
2024-06-11,Prov. Jawa Timur,Kota Surabaya,1.0
2024-06-11,Prov. Jawa Timur,Kota Mojokerto,1.0
2024-06-11,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-06-11,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-06-11,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-06-11,Prov. Jawa Timur,Kab. Sidoarjo,2.0
2024-06-11,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-11,Prov. Jawa Timur,Kota Madiun,1.0
2024-06-11,Prov. Kalimantan Timur,Kota Balikpapan,2.0
2024-06-11,Prov. Sulawesi Barat,Kab. Majene,1.0
2024-06-11,Prov. Riau,Kab. Bengkalis,2.0
2024-06-11,Prov. Riau,Kab. Kampar,1.0
2024-06-11,Prov. Riau,Kab. Rokan Hilir,1.0
2024-06-11,Prov. Sulawesi Selatan,Kab. Luwu Timur,1.0
2024-06-11,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-06-11,Prov. Sumatera Selatan,Kab. Banyuasin,1.0
2024-06-11,Prov. Sumatera Selatan,Kab. Musi Rawas,1.0
2024-06-11,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-11,Prov. Nusa Tenggara Barat,Kab. Sumbawa,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Sukoharjo,3.0
2024-06-11,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-06-11,Prov. Aceh,Kab. Bener Meriah,1.0
2024-06-11,Prov. Banten,Kota Serang,1.0
2024-06-11,Prov. Banten,Kota Tangerang,1.0
2024-06-11,Prov. Bengkulu,Kab. Lebong,1.0
2024-06-11,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,3.0
2024-06-11,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,5.0
2024-06-11,Prov. D.K.I. Jakarta,Kota Jakarta Timur,5.0
2024-06-11,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-11,Prov. Jawa Barat,Kab. Bogor,2.0
2024-06-11,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,2.0
2024-06-11,Prov. Jawa Barat,Kab. Majalengka,1.0
2024-06-11,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-11,Prov. Jawa Barat,Kota Bekasi,2.0
2024-06-11,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-11,Prov. Jawa Barat,Kota Depok,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-06-11,Prov. Jawa Barat,Kab. Cirebon,1.0
2024-06-11,Prov. Jawa Tengah,Kab. Jepara,2.0
2024-06-12,Prov. Jawa Timur,Kota Surabaya,2.0
2024-06-12,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-06-12,Prov. Jawa Timur,Kota Malang,1.0
2024-06-12,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-06-12,Prov. Jawa Timur,Kab. Sidoarjo,2.0
2024-06-12,Prov. Jawa Timur,Kab. Jombang,1.0
2024-06-12,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-12,Prov. Jawa Timur,Kab. Kediri,2.0
2024-06-12,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-06-12,Prov. Jawa Tengah,Kota Semarang,3.0
2024-06-12,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-06-12,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-06-12,Prov. Kalimantan Barat,Kota Pontianak,2.0
2024-06-12,Prov. Sumatera Barat,Kota Padang,1.0
2024-06-12,Prov. Kalimantan Selatan,Kab. Kotabaru,1.0
2024-06-12,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,1.0
2024-06-12,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-06-12,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-06-12,Prov. Lampung,Kab. Lampung Selatan,1.0
2024-06-12,Prov. Lampung,Kota Bandar Lampung,1.0
2024-06-12,Prov. Nusa Tenggara Barat,Kab. Lombok Tengah,1.0
2024-06-12,Prov. Sumatera Utara,Kab. Toba Samosir,1.0
2024-06-12,Prov. Riau,Kab. Siak,1.0
2024-06-12,Prov. Sumatera Barat,Kota Payakumbuh,1.0
2024-06-12,Prov. Sumatera Selatan,Kota Prabumulih,1.0
2024-06-12,Prov. Jawa Tengah,Kota Magelang,1.0
2024-06-12,Prov. Kalimantan Selatan,Kab. Barito Kuala,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Wonosobo,2.0
2024-06-12,Prov. Banten,Kota Serang,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-06-12,Prov. Bali,Kab. Buleleng,1.0
2024-06-12,Prov. Bali,Kab. Karang Asem,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Pati,1.0
2024-06-12,Prov. Banten,Kab. Tangerang,2.0
2024-06-12,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-12,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-06-12,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-12,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,4.0
2024-06-12,Prov. D.K.I. Jakarta,Kota Jakarta Timur,3.0
2024-06-12,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-12,Prov. Jawa Barat,Kab. Bandung,2.0
2024-06-12,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-12,Prov. Bali,Kab. Klungkung,1.0
2024-06-12,Prov. Jawa Barat,Kab. Cianjur,2.0
2024-06-12,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Karanganyar,2.0
2024-06-12,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Grobogan,3.0
2024-06-12,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-12,Prov. Jawa Barat,Kota Bekasi,2.0
2024-06-12,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-12,Prov. Jawa Barat,Kab. Subang,2.0
2024-06-12,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-06-12,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-13,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-06-13,Prov. Jawa Barat,Kota Depok,1.0
2024-06-13,Prov. Jawa Tengah,Kab. Banyumas,4.0
2024-06-13,Prov. Sumatera Barat,Kota Padang,2.0
2024-06-13,Prov. Jawa Tengah,Kab. Brebes,3.0
2024-06-13,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-06-13,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-06-13,Prov. Jawa Tengah,Kab. Pati,1.0
2024-06-13,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-06-13,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-06-13,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-06-13,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-06-13,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,2.0
2024-06-13,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-13,Prov. Sulawesi Tenggara,Kab. Konawe Selatan,1.0
2024-06-13,Prov. Sulawesi Utara,Kota Tomohon,1.0
2024-06-13,Prov. Sumatera Barat,Kab. Padang Pariaman,1.0
2024-06-13,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-13,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-06-13,Prov. Jawa Barat,Kota Bekasi,1.0
2024-06-13,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-06-13,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-06-13,Prov. Jawa Barat,Kota Bandung,2.0
2024-06-13,Prov. Banten,Kab. Lebak,1.0
2024-06-13,Prov. Banten,Kab. Pandeglang,1.0
2024-06-13,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-13,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-06-13,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-06-13,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-06-13,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-06-13,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-06-13,Prov. Bali,Kab. Badung,1.0
2024-06-13,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-06-13,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-06-13,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-06-13,Prov. Jawa Barat,Kab. Garut,1.0
2024-06-13,Prov. Jawa Barat,Kab. Subang,1.0
2024-06-13,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-13,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-13,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-13,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-06-14,Prov. Jawa Timur,Kab. Gresik,1.0
2024-06-14,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-06-14,Prov. Jawa Timur,Kab. Kediri,3.0
2024-06-14,Prov. Jawa Timur,Kab. Ngawi,1.0
2024-06-14,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-14,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-06-14,Prov. Kalimantan Barat,Kab. Kapuas Hulu,1.0
2024-06-14,Prov. Kalimantan Selatan,Kota Banjarmasin,2.0
2024-06-14,Prov. Nusa Tenggara Barat,Kab. Sumbawa,1.0
2024-06-14,Prov. Lampung,Kab. Lampung Selatan,1.0
2024-06-14,Prov. Lampung,Kab. Lampung Tengah,1.0
2024-06-14,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-06-14,Prov. Sulawesi Tenggara,Kab. Konawe Selatan,1.0
2024-06-14,Prov. Sumatera Barat,Kab. Pasaman,1.0
2024-06-14,Prov. Sumatera Barat,Kota Padang,1.0
2024-06-14,Prov. Jawa Timur,Kab. Bondowoso,1.0
2024-06-14,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-06-14,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-06-14,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-06-14,Prov. Jawa Tengah,Kota Pekalongan,1.0
2024-06-14,Prov. Bali,Kab. Gianyar,1.0
2024-06-14,Prov. Banten,Kab. Tangerang,1.0
2024-06-14,Prov. Jawa Tengah,Kota Semarang,1.0
2024-06-14,Prov. D.K.I. Jakarta,Kota Jakarta Barat,3.0
2024-06-14,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-06-14,Prov. Jambi,Kab. Merangin,1.0
2024-06-14,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-14,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-06-14,Prov. Bengkulu,Kab. Muko-muko,2.0
2024-06-14,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-14,Prov. Jawa Barat,Kota Cimahi,1.0
2024-06-14,Prov. Jawa Barat,Kota Depok,1.0
2024-06-14,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-14,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-06-14,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-06-14,Prov. Jawa Barat,Kab. Bogor,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-06-15,Prov. Jawa Timur,Kab. Malang,1.0
2024-06-15,Prov. Sumatera Barat,Kota Padang,2.0
2024-06-15,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-15,Prov. Sulawesi Tenggara,Kab. Kolaka Timur,1.0
2024-06-15,Prov. Sumatera Barat,Kota Padang Panjang,2.0
2024-06-15,Prov. Sumatera Utara,Kab. Labuhan Batu Utara,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-06-15,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-06-15,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-15,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-15,Prov. Aceh,Kab. Aceh Utara,1.0
2024-06-15,Prov. Bali,Kab. Buleleng,1.0
2024-06-15,Prov. Banten,Kab. Tangerang,2.0
2024-06-15,Prov. Jawa Tengah,Kab. Batang,1.0
2024-06-15,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-06-15,Prov. Banten,Kota Serang,1.0
2024-06-15,Prov. Jawa Barat,Kab. Bogor,2.0
2024-06-15,Prov. Jawa Barat,Kab. Karawang,1.0
2024-06-15,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-06-15,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-15,Prov. Jawa Barat,Kota Cirebon,1.0
2024-06-15,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-06-16,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-06-16,Prov. Sumatera Utara,Kota Medan,1.0
2024-06-16,Prov. Sumatera Barat,Kab. Sijunjung,1.0
2024-06-16,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-06-16,Prov. Jawa Timur,Kota Surabaya,2.0
2024-06-16,Prov. Jawa Timur,Kota Kediri,1.0
2024-06-16,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-06-16,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-06-16,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-06-16,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-06-16,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-16,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-06-16,Prov. Jawa Barat,Kab. Bandung,2.0
2024-06-16,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-16,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-06-17,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-06-17,Prov. Lampung,Kab. Pesawaran,1.0
2024-06-17,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-06-17,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-06-17,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-06-17,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-06-17,Prov. Jawa Timur,Kab. Ngawi,1.0
2024-06-17,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-06-17,Prov. Kalimantan Timur,Kab. Berau,1.0
2024-06-17,Prov. Jawa Barat,Kota Bekasi,1.0
2024-06-17,Prov. Jawa Barat,Kota Bandung,1.0
2024-06-17,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-06-17,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-06-17,Prov. Jawa Barat,Kab. Bandung,1.0
2024-06-17,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-06-17,Prov. Banten,Kota Tangerang Selatan,1.0
2024-06-17,Prov. Banten,Kota Tangerang,1.0
2024-06-17,Prov. Jawa Barat,Kota Bogor,1.0
2024-06-18,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-06-18,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-06-18,Prov. Jawa Timur,Kota Kediri,1.0
2024-06-18,Prov. Kalimantan Barat,Kota Singkawang,1.0
2024-06-18,Prov. Sulawesi Tenggara,Kab. Kolaka Timur,1.0
2024-06-18,Prov. Kalimantan Utara,Kab. Malinau,1.0
2024-06-18,Prov. Nusa Tenggara Barat,Kab. Lombok Timur,1.0
